lakeid,sampledate,group,biomass
AL,1987-04-15,ROTIFERA,3.780510461609602
AL,1987-04-15,TOTAL,77.77954652896622
AL,1987-06-11,CLADOCERA,163.57679599301477
AL,1987-06-11,COPEPODA,210.18640041563006
AL,1987-06-11,ROTIFERA,45.33685804239661
AL,1987-06-11,TOTAL,419.10005445104144
AL,1987-08-13,CLADOCERA,632.6471594931114
AL,1987-08-13,COPEPODA,235.36434359812205
AL,1987-08-13,ROTIFERA,15.047146831294024
AL,1987-08-13,TOTAL,883.0586499225275
AL,1987-11-05,CLADOCERA,274.56998412611296
AL,1987-11-05,COPEPODA,203.09887261406513
AL,1987-11-05,ROTIFERA,2.1907402665757445
AL,1987-11-05,TOTAL,479.8595970067538
AL,1988-03-02,CLADOCERA,182.77016410317262
AL,1988-03-02,COPEPODA,51.71508885784834
AL,1988-03-02,ROTIFERA,0.6487049436994524
AL,1988-03-02,TOTAL,235.13395790472043
AL,1988-04-26,CLADOCERA,8.593513817915834
AL,1988-04-26,COPEPODA,108.9805723009658
AL,1988-04-26,ROTIFERA,3.724074628841521
AL,1988-04-26,TOTAL,121.29816074772316
AL,1988-06-20,CLADOCERA,421.34958032589464
AL,1988-06-20,COPEPODA,147.9809509031217
AL,1988-06-20,ROTIFERA,23.549589129994516
AL,1988-06-20,TOTAL,592.8801203590109
AL,1988-08-18,CLADOCERA,293.5380056423312
AL,1988-08-18,COPEPODA,235.08173671240488
AL,1988-08-18,ROTIFERA,12.757190719549486
AL,1988-08-18,TOTAL,541.3769330742856
AL,1988-11-02,CLADOCERA,573.8086870171462
AL,1988-11-02,COPEPODA,92.09015617344984
AL,1988-11-02,ROTIFERA,2.8347941242850925
AL,1988-11-02,TOTAL,668.7336373148811
AL,1989-03-06,CLADOCERA,76.8825443963772
AL,1989-03-06,COPEPODA,69.61518144071036
AL,1989-03-06,ROTIFERA,0.3078893447345326
AL,1989-03-06,TOTAL,146.8056151818221
AL,1989-05-01,CLADOCERA,4.774174343286575
AL,1989-05-01,COPEPODA,163.48797161994287
AL,1989-05-01,ROTIFERA,2.1799581165978967
AL,1989-05-01,TOTAL,170.44210407982735
AL,1989-06-13,CLADOCERA,1.8355935931637797
AL,1989-06-13,COPEPODA,30.05412090664547
AL,1989-06-13,ROTIFERA,17.29796259309677
AL,1989-06-13,TOTAL,49.18767709290602
AL,1989-08-22,CLADOCERA,17.763956953072316
AL,1989-08-22,COPEPODA,376.95145597750286
AL,1989-08-22,ROTIFERA,14.101911642379658
AL,1989-08-22,TOTAL,408.8173245729549
AL,1989-11-09,CLADOCERA,326.3938753866423
AL,1989-11-09,COPEPODA,257.25442796298717
AL,1989-11-09,ROTIFERA,5.056675662063885
AL,1989-11-09,TOTAL,588.7049790116934
AL,1990-02-27,CLADOCERA,381.9306907765259
AL,1990-02-27,COPEPODA,171.58621206115913
AL,1990-02-27,ROTIFERA,0.3083267699911506
AL,1990-02-27,TOTAL,553.8252296076762
AL,1990-04-30,CLADOCERA,386.9131217080121
AL,1990-04-30,COPEPODA,591.7954520165587
AL,1990-04-30,ROTIFERA,2.88584766946641
AL,1990-04-30,TOTAL,981.5944213940372
AL,1990-06-13,CLADOCERA,104.5334784929608
AL,1990-06-13,COPEPODA,15.812302244477658
AL,1990-06-13,ROTIFERA,25.753481500913345
AL,1990-06-13,TOTAL,146.0992622383518
AL,1990-08-22,CLADOCERA,72.97017555298164
AL,1990-08-22,COPEPODA,553.0764466490599
AL,1990-08-22,ROTIFERA,16.28534244435946
AL,1990-08-22,TOTAL,642.331964646401
AL,1990-11-09,CLADOCERA,408.934952591921
AL,1990-11-09,COPEPODA,113.73467309787632
AL,1990-11-09,ROTIFERA,1.3983471077874052
AL,1990-11-09,TOTAL,524.0679727975847
AL,1991-02-19,CLADOCERA,205.14603177490167
AL,1991-02-19,COPEPODA,48.34174466550723
AL,1991-02-19,ROTIFERA,0.5293485366257433
AL,1991-02-19,TOTAL,254.01712497703463
AL,1991-05-07,CLADOCERA,61.29298781018937
AL,1991-05-07,COPEPODA,285.6591641856574
AL,1991-05-07,ROTIFERA,19.544123139813177
AL,1991-05-07,TOTAL,366.49627513565997
AL,1991-06-18,CLADOCERA,41.021028050202574
AL,1991-06-18,COPEPODA,5.149996127887254
AL,1991-06-18,ROTIFERA,3.7623997139483243
AL,1991-06-18,TOTAL,49.93342389203815
AL,1991-08-27,CLADOCERA,84.1666309946416
AL,1991-08-27,COPEPODA,564.7511061131636
AL,1991-08-27,ROTIFERA,35.447869041164296
AL,1991-08-27,TOTAL,684.3656061489694
AL,1991-10-28,CLADOCERA,40.04695062339448
AL,1991-10-28,COPEPODA,379.19708388724143
AL,1991-10-28,ROTIFERA,14.219883410864416
AL,1991-10-28,TOTAL,433.46391792150035
AL,1992-03-04,COPEPODA,122.56101215504273
AL,1992-03-04,ROTIFERA,1.598192852951411
AL,1992-03-04,TOTAL,124.15920500799415
AL,1992-05-05,CLADOCERA,1.041483393395995
AL,1992-05-05,COPEPODA,111.39310003128809
AL,1992-05-05,ROTIFERA,5.066388524857107
AL,1992-05-05,TOTAL,117.50097194954118
AL,1992-06-19,CLADOCERA,46.41469587301959
AL,1992-06-19,COPEPODA,363.0928336122714
AL,1992-06-19,ROTIFERA,6.437198189848927
AL,1992-06-19,TOTAL,415.9447276751399
AL,1992-08-26,CLADOCERA,89.43159813978858
AL,1992-08-26,COPEPODA,47.675663851597875
AL,1992-08-26,ROTIFERA,4.453673112202165
AL,1992-08-26,TOTAL,141.5609351035886
AL,1992-11-06,CLADOCERA,527.5260888435781
AL,1992-11-06,COPEPODA,26.67605235153013
AL,1992-11-06,ROTIFERA,1.6001746570871846
AL,1992-11-06,TOTAL,555.8023158521954
AL,1993-02-23,CLADOCERA,59.737305431358806
AL,1993-02-23,COPEPODA,28.134494424981455
AL,1993-02-23,ROTIFERA,0.6137911173951842
AL,1993-02-23,TOTAL,88.48559097373544
AL,1993-05-03,CLADOCERA,10.223373814798025
AL,1993-05-03,COPEPODA,34.797363250921265
AL,1993-05-03,ROTIFERA,18.672761807001603
AL,1993-05-03,TOTAL,63.69349887272089
AL,1993-06-04,CLADOCERA,361.4749348207937
AL,1993-06-04,COPEPODA,140.13970728314322
AL,1993-06-04,ROTIFERA,5.937689389988024
AL,1993-06-04,TOTAL,507.55233149392495
AL,1993-08-26,CLADOCERA,19.730283809636745
AL,1993-08-26,COPEPODA,331.16997614621226
AL,1993-08-26,ROTIFERA,14.06304964535428
AL,1993-08-26,TOTAL,364.96330960120326
AL,1993-11-03,CLADOCERA,15.6390874604572
AL,1993-11-03,COPEPODA,255.73955143100628
AL,1993-11-03,ROTIFERA,3.139907276239748
AL,1993-11-03,TOTAL,274.5185461677032
AL,1994-02-22,CLADOCERA,0.7941101997677845
AL,1994-02-22,COPEPODA,37.11364757740796
AL,1994-02-22,ROTIFERA,2.629898669852414
AL,1994-02-22,TOTAL,40.53765644702816
AL,1994-05-03,COPEPODA,159.32406232354805
AL,1994-05-03,ROTIFERA,20.96717834434555
AL,1994-05-03,TOTAL,180.2912406678936
AL,1994-06-13,CLADOCERA,48.7108653955016
AL,1994-06-13,COPEPODA,137.6219569717095
AL,1994-06-13,ROTIFERA,18.936089109393016
AL,1994-06-13,TOTAL,205.26891147660413
AL,1994-08-25,CLADOCERA,14.926411642654497
AL,1994-08-25,COPEPODA,328.44371115109914
AL,1994-08-25,ROTIFERA,17.039353187111676
AL,1994-08-25,TOTAL,360.40947598086535
AL,1994-11-17,CLADOCERA,7.706977111130364
AL,1994-11-17,COPEPODA,6.555632506508289
AL,1994-11-17,ROTIFERA,0.8266776541513395
AL,1994-11-17,TOTAL,15.089287271789992
AL,1995-02-21,CLADOCERA,16.455437615656724
AL,1995-02-21,COPEPODA,230.06544388846186
AL,1995-02-21,ROTIFERA,4.3076001129424855
AL,1995-02-21,TOTAL,250.82848161706107
AL,1995-05-01,CLADOCERA,1.041483393395995
AL,1995-05-01,COPEPODA,283.9732085036809
AL,1995-05-01,ROTIFERA,25.342696855358273
AL,1995-05-01,TOTAL,310.35738875243516
AL,1995-06-12,CLADOCERA,12.542160013350255
AL,1995-06-12,COPEPODA,547.492230526541
AL,1995-06-12,ROTIFERA,25.486291716006793
AL,1995-06-12,TOTAL,585.5206822558981
AL,1995-08-21,CLADOCERA,76.34234495270232
AL,1995-08-21,COPEPODA,343.1232156827687
AL,1995-08-21,ROTIFERA,37.227099000864
AL,1995-08-21,TOTAL,456.692659636335
AL,1995-12-14,COPEPODA,109.01412730327465
AL,1995-12-14,ROTIFERA,5.762235890147872
AL,1995-12-14,TOTAL,114.77636319342253
AL,1996-02-20,COPEPODA,49.279404872010794
AL,1996-02-20,ROTIFERA,2.0350012000000004
AL,1996-02-20,TOTAL,51.3144060720108
AL,1996-05-14,CLADOCERA,3.706144940212033
AL,1996-05-14,COPEPODA,44.973669770542955
AL,1996-05-14,ROTIFERA,2.126485400000001
AL,1996-05-14,TOTAL,50.80630011075499
AL,1996-06-12,CLADOCERA,7.823950775443576
AL,1996-06-12,COPEPODA,122.48793167008233
AL,1996-06-12,ROTIFERA,114.74362744
AL,1996-06-12,TOTAL,245.0555098855259
AL,1996-08-08,CLADOCERA,17.07161458554951
AL,1996-08-08,COPEPODA,70.25755669584547
AL,1996-08-08,ROTIFERA,10.738167200000001
AL,1996-08-08,TOTAL,98.06733848139498
AL,1996-11-04,CLADOCERA,9.13919388443494
AL,1996-11-04,COPEPODA,124.72675220745208
AL,1996-11-04,ROTIFERA,4.7210964
AL,1996-11-04,TOTAL,138.58704249188702
AL,1997-02-26,COPEPODA,43.4309450686533
AL,1997-02-26,ROTIFERA,0.895593
AL,1997-02-26,TOTAL,44.3265380686533
AL,1997-05-13,COPEPODA,93.83048450478364
AL,1997-05-13,ROTIFERA,16.514910946
AL,1997-05-13,TOTAL,110.34539545078364
AL,1997-06-16,CLADOCERA,12.759982128190892
AL,1997-06-16,COPEPODA,177.51857636602068
AL,1997-06-16,ROTIFERA,30.273109418000004
AL,1997-06-16,TOTAL,220.55166791221157
AL,1997-08-27,CLADOCERA,8.571204523454846
AL,1997-08-27,COPEPODA,123.61285786106677
AL,1997-08-27,ROTIFERA,6.052298984
AL,1997-08-27,TOTAL,138.2363613685216
AL,1997-11-07,CLADOCERA,7.174788205730124
AL,1997-11-07,COPEPODA,104.77411834948707
AL,1997-11-07,ROTIFERA,3.7686608000000006
AL,1997-11-07,TOTAL,115.71756735521718
AL,1998-02-27,COPEPODA,24.668514815709592
AL,1998-02-27,ROTIFERA,15.490310799999998
AL,1998-02-27,TOTAL,40.15882561570959
AL,1998-04-22,CLADOCERA,4.98269041912577
AL,1998-04-22,COPEPODA,163.2049399181709
AL,1998-04-22,ROTIFERA,27.175397600000004
AL,1998-04-22,TOTAL,195.3630279372967
AL,1998-06-17,CLADOCERA,311.612116703523
AL,1998-06-17,COPEPODA,129.81782679029416
AL,1998-06-17,ROTIFERA,2.5291623999999997
AL,1998-06-17,TOTAL,443.95910589381714
AL,1998-08-11,CLADOCERA,32.237951781039015
AL,1998-08-11,COPEPODA,186.97436576864865
AL,1998-08-11,ROTIFERA,5.616694946000001
AL,1998-08-11,TOTAL,224.82901249568766
AL,1998-11-04,CLADOCERA,363.0212858254805
AL,1998-11-04,COPEPODA,254.73676325287494
AL,1998-11-04,ROTIFERA,2.772591614
AL,1998-11-04,TOTAL,620.5306406923554
AL,1999-02-25,CLADOCERA,1880.2992950092505
AL,1999-02-25,COPEPODA,51.67467724036032
AL,1999-02-25,ROTIFERA,0.7972056000000002
AL,1999-02-25,TOTAL,1932.7711778496107
AL,1999-05-06,CLADOCERA,141.45995011110665
AL,1999-05-06,COPEPODA,374.8535646956902
AL,1999-05-06,ROTIFERA,8.346372894223924
AL,1999-05-06,TOTAL,524.6598877010208
AL,1999-06-28,CLADOCERA,54.15173414568822
AL,1999-06-28,COPEPODA,116.64528687505107
AL,1999-06-28,ROTIFERA,6.538325064629874
AL,1999-06-28,TOTAL,177.33534608536917
AL,1999-08-26,CLADOCERA,266.14240469144124
AL,1999-08-26,COPEPODA,233.2051516525029
AL,1999-08-26,ROTIFERA,5.974514737683215
AL,1999-08-26,TOTAL,505.32207108162737
AL,1999-11-05,CLADOCERA,503.06115635258544
AL,1999-11-05,COPEPODA,84.49852699679957
AL,1999-11-05,ROTIFERA,3.7196611175501584
AL,1999-11-05,TOTAL,591.2793444669352
AL,2000-02-24,CLADOCERA,12.819071265688303
AL,2000-02-24,COPEPODA,26.68359313172879
AL,2000-02-24,ROTIFERA,0.08257014902608924
AL,2000-02-24,TOTAL,39.58523454644318
AL,2000-04-03,CLADOCERA,41.021028050202574
AL,2000-04-03,COPEPODA,29.442955248090183
AL,2000-04-03,ROTIFERA,1.8383545933484418
AL,2000-04-03,TOTAL,72.3023378916412
AL,2000-06-02,CLADOCERA,165.55860385263293
AL,2000-06-02,COPEPODA,103.03126000009469
AL,2000-06-02,ROTIFERA,27.445464511167714
AL,2000-06-02,TOTAL,296.03532836389536
AL,2000-07-24,CLADOCERA,21.0379645465991
AL,2000-07-24,COPEPODA,68.86691185464916
AL,2000-07-24,ROTIFERA,1.5873102534075558
AL,2000-07-24,TOTAL,91.49218665465582
AL,2000-08-23,CLADOCERA,23.723044189579216
AL,2000-08-23,COPEPODA,506.8131392334452
AL,2000-08-23,ROTIFERA,18.317944637026105
AL,2000-08-23,TOTAL,548.8541280600505
AL,2000-11-15,CLADOCERA,537.2659208143609
AL,2000-11-15,COPEPODA,138.6461954134375
AL,2000-11-15,ROTIFERA,1.9702450968000318
AL,2000-11-15,TOTAL,677.8823613245984
AL,2001-03-02,CLADOCERA,34.21416219613053
AL,2001-03-02,COPEPODA,5.521463081072475
AL,2001-03-02,ROTIFERA,0.6691191058001651
AL,2001-03-02,TOTAL,40.40474438300317
AL,2001-05-01,CLADOCERA,17.51228223148268
AL,2001-05-01,COPEPODA,80.92261374242752
AL,2001-05-01,ROTIFERA,8.28288132863438
AL,2001-05-01,TOTAL,106.71777730254456
AL,2001-06-25,CLADOCERA,13.134262572171675
AL,2001-06-25,COPEPODA,49.825264629458545
AL,2001-06-25,ROTIFERA,25.363773236745615
AL,2001-06-25,TOTAL,88.32330043837584
AL,2001-08-23,CLADOCERA,7.081258334804053
AL,2001-08-23,COPEPODA,143.6702979913132
AL,2001-08-23,ROTIFERA,1.8345366916643695
AL,2001-08-23,TOTAL,152.5860930177816
AL,2001-11-14,CLADOCERA,890.2248416512922
AL,2001-11-14,COPEPODA,39.33574581633469
AL,2001-11-14,ROTIFERA,0.8497657317145133
AL,2001-11-14,TOTAL,930.4103531993413
AL,2002-03-05,CLADOCERA,253.2347051749451
AL,2002-03-05,COPEPODA,12.631530315985454
AL,2002-03-05,ROTIFERA,0.19752907084517052
AL,2002-03-05,TOTAL,266.0637645617757
AL,2002-04-23,CLADOCERA,87.64615072654112
AL,2002-04-23,COPEPODA,21.40431392934409
AL,2002-04-23,ROTIFERA,0.41262310316211015
AL,2002-04-23,TOTAL,109.46308775904731
AL,2002-05-20,CLADOCERA,115.37164139119473
AL,2002-05-20,COPEPODA,61.521664678832224
AL,2002-05-20,ROTIFERA,2.2985269559808126
AL,2002-05-20,TOTAL,179.19183302600777
AL,2002-06-17,CLADOCERA,7.691442759412981
AL,2002-06-17,COPEPODA,36.8895104120096
AL,2002-06-17,ROTIFERA,6.852305440824648
AL,2002-06-17,TOTAL,51.43325861224723
AL,2002-08-14,CLADOCERA,701.23481157974
AL,2002-08-14,COPEPODA,223.08242730339882
AL,2002-08-14,ROTIFERA,10.02608391365997
AL,2002-08-14,TOTAL,934.3433227967988
AL,2002-11-04,CLADOCERA,107.6366341414799
AL,2002-11-04,COPEPODA,52.777125207098095
AL,2002-11-04,ROTIFERA,1.8756074623608305
AL,2002-11-04,TOTAL,162.28936681093882
AL,2003-02-26,CLADOCERA,454.7696353902168
AL,2003-02-26,COPEPODA,29.570740432481383
AL,2003-02-26,ROTIFERA,0.5331649821577108
AL,2003-02-26,TOTAL,484.87354080485596
AL,2003-04-30,CLADOCERA,15.382885518825962
AL,2003-04-30,COPEPODA,16.65115739684885
AL,2003-04-30,ROTIFERA,9.826453985283452
AL,2003-04-30,TOTAL,41.86049690095826
AL,2003-05-29,CLADOCERA,253.4771987379727
AL,2003-05-29,COPEPODA,82.56734919532273
AL,2003-05-29,ROTIFERA,5.227060855583209
AL,2003-05-29,TOTAL,341.27160878887867
AL,2003-06-23,CLADOCERA,81.15151181626287
AL,2003-06-23,COPEPODA,130.21336439030298
AL,2003-06-23,ROTIFERA,25.24041014457498
AL,2003-06-23,TOTAL,236.60528635114085
AL,2003-07-23,CLADOCERA,558.5700680825964
AL,2003-07-23,COPEPODA,239.50970877299102
AL,2003-07-23,ROTIFERA,7.595561178222724
AL,2003-07-23,TOTAL,805.6753380338101
AL,2003-08-18,CLADOCERA,75.02215080497221
AL,2003-08-18,COPEPODA,56.47249904717995
AL,2003-08-18,ROTIFERA,6.0972071064551825
AL,2003-08-18,TOTAL,137.59185695860734
AL,2003-09-17,CLADOCERA,425.90002509380446
AL,2003-09-17,COPEPODA,321.80217088467896
AL,2003-09-17,ROTIFERA,8.237323064036307
AL,2003-09-17,TOTAL,755.9395190425197
AL,2003-10-13,CLADOCERA,176.44081142615775
AL,2003-10-13,COPEPODA,90.64391148060697
AL,2003-10-13,ROTIFERA,13.762300731238486
AL,2003-10-13,TOTAL,280.84702363800324
AL,2003-11-19,CLADOCERA,90.23406051788513
AL,2003-11-19,COPEPODA,60.75879133369831
AL,2003-11-19,ROTIFERA,0.593048709823354
AL,2003-11-19,TOTAL,151.5859005614068
AL,2004-02-19,CLADOCERA,566.1468876287871
AL,2004-02-19,COPEPODA,23.532027611330747
AL,2004-02-19,ROTIFERA,0.34130034043367447
AL,2004-02-19,TOTAL,590.0202155805515
AL,2004-04-27,CLADOCERA,20.510514025101287
AL,2004-04-27,COPEPODA,16.379641650810598
AL,2004-04-27,ROTIFERA,0.5990446000731418
AL,2004-04-27,TOTAL,37.48920027598503
AL,2004-05-24,CLADOCERA,45.9728807894515
AL,2004-05-24,COPEPODA,64.14049561874174
AL,2004-05-24,ROTIFERA,6.249503211981877
AL,2004-05-24,TOTAL,116.36287962017511
AL,2004-06-21,CLADOCERA,3.561839785099645
AL,2004-06-21,COPEPODA,22.58954662336352
AL,2004-06-21,ROTIFERA,31.757903219785742
AL,2004-06-21,TOTAL,57.90928962824891
AL,2004-07-22,CLADOCERA,40.42271489015519
AL,2004-07-22,COPEPODA,20.756484489550733
AL,2004-07-22,ROTIFERA,21.572478802500832
AL,2004-07-22,TOTAL,82.75167818220676
AL,2004-08-16,CLADOCERA,1.0194393417258618
AL,2004-08-16,COPEPODA,50.69640682900776
AL,2004-08-16,ROTIFERA,1.0732020105719822
AL,2004-08-16,TOTAL,52.78904818130561
AL,2004-09-10,CLADOCERA,2.2029579498029594
AL,2004-09-10,COPEPODA,349.4662859120925
AL,2004-09-10,ROTIFERA,5.641444063160533
AL,2004-09-10,TOTAL,357.31068792505596
AL,2004-10-11,CLADOCERA,1490.785436685827
AL,2004-10-11,COPEPODA,255.0959243727425
AL,2004-10-11,ROTIFERA,35.509537208941865
AL,2004-10-11,TOTAL,1781.3908982675114
AL,2004-11-09,CLADOCERA,158.16301157026183
AL,2004-11-09,COPEPODA,37.1484120434042
AL,2004-11-09,ROTIFERA,2.7044328443309045
AL,2004-11-09,TOTAL,198.01585645799693
AL,2005-02-23,CLADOCERA,154.5483021910896
AL,2005-02-23,COPEPODA,85.94296223014383
AL,2005-02-23,ROTIFERA,0.7305483908524297
AL,2005-02-23,TOTAL,241.22181281208586
AL,2005-04-19,CLADOCERA,85.6122661361463
AL,2005-04-19,COPEPODA,131.2819178070581
AL,2005-04-19,ROTIFERA,1.7174103324446968
AL,2005-04-19,TOTAL,218.61159427564908
AL,2005-05-16,CLADOCERA,532.0220042406106
AL,2005-05-16,COPEPODA,268.5381018466129
AL,2005-05-16,ROTIFERA,7.065123062936166
AL,2005-05-16,TOTAL,807.6252291501597
AL,2005-06-13,CLADOCERA,8.167908879273652
AL,2005-06-13,COPEPODA,40.067577025984505
AL,2005-06-13,ROTIFERA,13.48031782444586
AL,2005-06-13,TOTAL,61.71580372970402
AL,2005-07-11,CLADOCERA,106.4002183505692
AL,2005-07-11,COPEPODA,64.52483423262137
AL,2005-07-11,ROTIFERA,13.241439347796753
AL,2005-07-11,TOTAL,184.16649193098732
AL,2005-07-11,NA,0
AL,2005-08-08,CLADOCERA,37.758262139143305
AL,2005-08-08,COPEPODA,167.4305094461927
AL,2005-08-08,ROTIFERA,14.540506662757544
AL,2005-08-08,TOTAL,219.72927824809355
AL,2005-09-06,CLADOCERA,16.366303359699778
AL,2005-09-06,COPEPODA,232.0561743576571
AL,2005-09-06,ROTIFERA,15.38733946151066
AL,2005-09-06,TOTAL,263.80981717886755
AL,2005-10-03,CLADOCERA,89.12559211970253
AL,2005-10-03,COPEPODA,191.90498786618377
AL,2005-10-03,ROTIFERA,6.7967608423316515
AL,2005-10-03,TOTAL,287.827340828218
AL,2005-11-08,CLADOCERA,54.912785785692606
AL,2005-11-08,COPEPODA,150.3875999872152
AL,2005-11-08,ROTIFERA,2.725327113479111
AL,2005-11-08,TOTAL,208.0257128863869
AL,2006-02-27,CLADOCERA,120.6358110146167
AL,2006-02-27,COPEPODA,7.485868137847859
AL,2006-02-27,ROTIFERA,0.1797347280573439
AL,2006-02-27,TOTAL,128.30141388052192
AL,2006-04-20,COPEPODA,36.54488123536513
AL,2006-04-20,ROTIFERA,0.5516358861651868
AL,2006-04-20,TOTAL,37.09651712153032
AL,2006-05-16,CLADOCERA,264.7312653800616
AL,2006-05-16,COPEPODA,465.42442187920875
AL,2006-05-16,ROTIFERA,18.835151724018353
AL,2006-05-16,TOTAL,748.9908389832887
AL,2006-06-12,CLADOCERA,95.73162010704496
AL,2006-06-12,COPEPODA,153.28420939489627
AL,2006-06-12,ROTIFERA,5.693026328000054
AL,2006-06-12,TOTAL,254.70885582994129
AL,2006-07-11,CLADOCERA,109.05049347990632
AL,2006-07-11,COPEPODA,181.32188142490102
AL,2006-07-11,ROTIFERA,20.64354158812524
AL,2006-07-11,TOTAL,311.0159164929326
AL,2006-07-11,NA,0
AL,2006-08-09,CLADOCERA,367.71234848261184
AL,2006-08-09,COPEPODA,288.885068065815
AL,2006-08-09,ROTIFERA,36.0585124806118
AL,2006-08-09,TOTAL,692.6559290290387
