id,year,Var1,Value1,Var2,Value2,doy_diff
CR,2004,chla,314,energy,218,-96
CR,2004,doc,161.545454545455,energy,218,56.45454545454501
CR,2004,clearwater,NA,energy,218,NA
CR,2005,straton,109,energy,222,113
CR,2005,stratoff,291,energy,222,-69
CR,2005,energy,222,energy,222,0
CR,2005,stability,209,energy,222,13
CR,2005,anoxia,236,energy,222,-14
CR,2005,daphnia,280,energy,222,-58
CR,2005,iceon,352,energy,222,-130
CR,2005,iceoff,103,energy,222,119
CR,2005,chla,319,energy,222,-97
CR,2005,doc,161.916666666667,energy,222,60.083333333333
CR,2005,clearwater,NA,energy,222,NA
CR,2006,straton,109,energy,222,113
CR,2006,stratoff,291,energy,222,-69
CR,2006,energy,222,energy,222,0
CR,2006,stability,222,energy,222,0
CR,2006,anoxia,278,energy,222,-56
CR,2006,daphnia,222,energy,222,0
CR,2006,iceon,337,energy,222,-115
CR,2006,iceoff,102,energy,222,120
CR,2006,chla,109,energy,222,113
CR,2006,doc,162,energy,222,60
CR,2006,clearwater,NA,energy,222,NA
CR,2007,straton,114,energy,213,99
CR,2007,stratoff,298,energy,213,-85
CR,2007,energy,213,energy,213,0
CR,2007,stability,200,energy,213,13
CR,2007,anoxia,88,energy,213,125
CR,2007,daphnia,284,energy,213,-71
CR,2007,iceon,339,energy,213,-126
CR,2007,iceoff,99,energy,213,114
CR,2007,chla,298,energy,213,-85
CR,2007,doc,183.166666666667,energy,213,29.833333333333
CR,2007,clearwater,NA,energy,213,NA
CR,2008,straton,127,energy,239,112
CR,2008,stratoff,296,energy,239,-57
CR,2008,energy,239,energy,239,0
CR,2008,stability,170,energy,239,69
CR,2008,anoxia,157,energy,239,82
CR,2008,daphnia,212,energy,239,27
CR,2008,iceon,337,energy,239,-98
CR,2008,iceoff,120,energy,239,119
CR,2008,chla,157,energy,239,82
CR,2008,doc,164.538461538462,energy,239,74.461538461538
CR,2008,clearwater,NA,energy,239,NA
CR,2009,straton,135,energy,259,124
CR,2009,stratoff,288,energy,259,-29
CR,2009,energy,259,energy,259,0
CR,2009,stability,217,energy,259,42
CR,2009,anoxia,259,energy,259,0
CR,2009,daphnia,204,energy,259,55
CR,2009,iceon,336,energy,259,-77
CR,2009,iceoff,107,energy,259,152
CR,2009,chla,315,energy,259,-56
CR,2009,doc,168.769230769231,energy,259,90.230769230769
CR,2009,clearwater,NA,energy,259,NA
CR,2010,straton,105,energy,223,118
CR,2010,stratoff,286,energy,223,-63
CR,2010,energy,223,energy,223,0
CR,2010,stability,223,energy,223,0
CR,2010,anoxia,243,energy,223,-20
CR,2010,daphnia,273,energy,223,-50
CR,2010,iceon,345,energy,223,-122
CR,2010,iceoff,85,energy,223,138
CR,2010,chla,314,energy,223,-91
CR,2010,doc,168.25,energy,223,54.75
CR,2010,clearwater,NA,energy,223,NA
CR,2011,straton,138,energy,236,98
CR,2011,stratoff,292,energy,236,-56
CR,2011,energy,236,energy,236,0
CR,2011,stability,236,energy,236,0
CR,2011,anoxia,201,energy,236,35
CR,2011,daphnia,195,energy,236,41
CR,2011,iceon,338,energy,236,-102
CR,2011,iceoff,117,energy,236,119
CR,2011,chla,124,energy,236,112
CR,2011,doc,133,energy,236,103
CR,2011,clearwater,NA,energy,236,NA
CR,2012,straton,125,energy,214,89
CR,2012,stratoff,250,energy,214,-36
CR,2012,energy,214,energy,214,0
CR,2012,stability,208,energy,214,6
CR,2012,anoxia,221,energy,214,-7
CR,2012,daphnia,180,energy,214,34
CR,2012,iceon,339,energy,214,-125
CR,2012,iceoff,79,energy,214,135
CR,2012,chla,250,energy,214,-36
CR,2012,doc,179.882352941176,energy,214,34.11764705882399
CR,2012,clearwater,NA,energy,214,NA
CR,2013,straton,151,energy,249,98
CR,2013,stratoff,249,energy,249,0
CR,2013,energy,249,energy,249,0
CR,2013,stability,162,energy,249,87
CR,2013,anoxia,249,energy,249,0
CR,2013,daphnia,205,energy,249,44
CR,2013,iceon,345,energy,249,-96
CR,2013,iceoff,127,energy,249,122
CR,2013,chla,233,energy,249,16
CR,2013,doc,178.928571428571,energy,249,70.07142857142901
CR,2013,clearwater,NA,energy,249,NA
CR,2014,straton,142,energy,225,83
CR,2014,stratoff,293,energy,225,-68
CR,2014,energy,225,energy,225,0
CR,2014,stability,240,energy,225,-15
CR,2014,anoxia,142,energy,225,83
CR,2014,daphnia,198,energy,225,27
CR,2014,iceon,331,energy,225,-106
CR,2014,iceoff,126,energy,225,99
CR,2014,chla,317,energy,225,-92
CR,2014,doc,164.818181818182,energy,225,60.18181818181799
CR,2014,clearwater,NA,energy,225,NA
CR,2015,straton,110,energy,208,98
CR,2015,stratoff,293,energy,208,-85
CR,2015,energy,208,energy,208,0
CR,2015,stability,222,energy,208,-14
CR,2015,anoxia,16,energy,208,192
CR,2015,daphnia,222,energy,208,-14
CR,2015,iceon,325,energy,208,-117
CR,2015,iceoff,103,energy,208,105
CR,2015,chla,110,energy,208,98
CR,2015,doc,156.384615384615,energy,208,51.61538461538501
CR,2015,clearwater,NA,energy,208,NA
FI,1996,straton,123,energy,250,127
FI,1996,stratoff,288,energy,250,-38
FI,1996,energy,250,energy,250,0
FI,1996,stability,234,energy,250,16
FI,1996,anoxia,288,energy,250,-38
FI,1996,doc,159.444444444444,energy,250,90.555555555556
FI,1996,iceoff,NA,energy,250,NA
FI,1996,clearwater,NA,energy,250,NA
FI,1996,daphnia,NA,energy,250,NA
FI,1996,chla,NA,energy,250,NA
FI,1996,iceon,NA,energy,250,NA
FI,1997,straton,120,energy,217,97
FI,1997,stratoff,301,energy,217,-84
FI,1997,energy,217,energy,217,0
FI,1997,stability,203,energy,217,14
FI,1997,anoxia,275,energy,217,-58
FI,1997,daphnia,175,energy,217,42
FI,1997,doc,208.833333333333,energy,217,8.166666666666998
FI,1997,iceoff,NA,energy,217,NA
FI,1997,clearwater,NA,energy,217,NA
FI,1997,chla,NA,energy,217,NA
FI,1997,iceon,NA,energy,217,NA
FI,1998,straton,97,energy,203,106
FI,1998,stratoff,299,energy,203,-96
FI,1998,energy,203,energy,203,0
FI,1998,stability,217,energy,203,-14
FI,1998,anoxia,272,energy,203,-69
FI,1998,doc,189.75,energy,203,13.25
FI,1998,iceoff,NA,energy,203,NA
FI,1998,clearwater,NA,energy,203,NA
FI,1998,daphnia,NA,energy,203,NA
FI,1998,chla,NA,energy,203,NA
FI,1998,iceon,NA,energy,203,NA
FI,1999,straton,117,energy,215,98
FI,1999,stratoff,298,energy,215,-83
FI,1999,energy,215,energy,215,0
FI,1999,stability,201,energy,215,14
FI,1999,anoxia,201,energy,215,14
FI,1999,daphnia,160,energy,215,55
FI,1999,chla,243,energy,215,-28
FI,1999,doc,207.5,energy,215,7.5
FI,1999,iceoff,NA,energy,215,NA
FI,1999,clearwater,NA,energy,215,NA
FI,1999,iceon,NA,energy,215,NA
FI,2000,straton,117,energy,227,110
FI,2000,stratoff,297,energy,227,-70
FI,2000,energy,227,energy,227,0
FI,2000,stability,215,energy,227,12
FI,2000,anoxia,215,energy,227,12
FI,2000,daphnia,131,energy,227,96
FI,2000,chla,27,energy,227,200
FI,2000,doc,201.357142857143,energy,227,25.642857142856997
FI,2000,iceoff,NA,energy,227,NA
FI,2000,clearwater,NA,energy,227,NA
FI,2000,iceon,NA,energy,227,NA
FI,2001,straton,114,energy,227,113
FI,2001,stratoff,297,energy,227,-70
FI,2001,energy,227,energy,227,0
FI,2001,stability,199,energy,227,28
FI,2001,anoxia,199,energy,227,28
FI,2001,chla,143,energy,227,84
FI,2001,doc,186.733333333333,energy,227,40.26666666666699
FI,2001,iceoff,NA,energy,227,NA
FI,2001,clearwater,NA,energy,227,NA
FI,2001,daphnia,NA,energy,227,NA
FI,2001,iceon,NA,energy,227,NA
FI,2002,straton,115,energy,226,111
FI,2002,stratoff,296,energy,226,-70
FI,2002,energy,226,energy,226,0
FI,2002,stability,183,energy,226,43
FI,2002,anoxia,226,energy,226,0
FI,2002,daphnia,268,energy,226,-42
FI,2002,chla,100,energy,226,126
FI,2002,doc,205.888888888889,energy,226,20.111111111111
FI,2002,iceoff,NA,energy,226,NA
FI,2002,clearwater,NA,energy,226,NA
FI,2002,iceon,NA,energy,226,NA
FI,2003,straton,119,energy,218,99
FI,2003,stratoff,274,energy,218,-56
FI,2003,energy,218,energy,218,0
FI,2003,stability,190,energy,218,28
FI,2003,anoxia,248,energy,218,-30
FI,2003,daphnia,27,energy,218,191
FI,2003,doc,196.666666666667,energy,218,21.333333333333
FI,2003,iceoff,NA,energy,218,NA
FI,2003,clearwater,NA,energy,218,NA
FI,2003,chla,NA,energy,218,NA
FI,2003,iceon,NA,energy,218,NA
FI,2004,straton,107,energy,203,96
FI,2004,stratoff,282,energy,203,-79
FI,2004,energy,203,energy,203,0
FI,2004,stability,218,energy,203,-15
FI,2004,anoxia,218,energy,203,-15
FI,2004,doc,181,energy,203,22
FI,2004,iceoff,NA,energy,203,NA
FI,2004,clearwater,NA,energy,203,NA
FI,2004,daphnia,NA,energy,203,NA
FI,2004,chla,NA,energy,203,NA
FI,2004,iceon,NA,energy,203,NA
FI,2005,straton,103,energy,229,126
FI,2005,stratoff,308,energy,229,-79
FI,2005,energy,229,energy,229,0
FI,2005,stability,188,energy,229,41
FI,2005,anoxia,217,energy,229,12
FI,2005,chla,122,energy,229,107
FI,2005,doc,191.1,energy,229,37.900000000000006
FI,2005,iceoff,NA,energy,229,NA
FI,2005,clearwater,NA,energy,229,NA
FI,2005,daphnia,NA,energy,229,NA
FI,2005,iceon,NA,energy,229,NA
FI,2006,straton,111,energy,222,111
FI,2006,stratoff,278,energy,222,-56
FI,2006,energy,222,energy,222,0
FI,2006,stability,194,energy,222,28
FI,2006,anoxia,194,energy,222,28
FI,2006,chla,235,energy,222,-13
FI,2006,doc,226.5,energy,222,-4.5
FI,2006,iceoff,NA,energy,222,NA
FI,2006,clearwater,NA,energy,222,NA
FI,2006,daphnia,NA,energy,222,NA
FI,2006,iceon,NA,energy,222,NA
FI,2007,straton,110,energy,191,81
FI,2007,stratoff,303,energy,191,-112
FI,2007,energy,191,energy,191,0
FI,2007,stability,234,energy,191,-43
FI,2007,anoxia,283,energy,191,-92
FI,2007,daphnia,221,energy,191,-30
FI,2007,chla,264,energy,191,-73
FI,2007,doc,231.888888888889,energy,191,-40.888888888889
FI,2007,iceoff,NA,energy,191,NA
FI,2007,clearwater,NA,energy,191,NA
FI,2007,iceon,NA,energy,191,NA
FI,2008,straton,123,energy,220,97
FI,2008,stratoff,284,energy,220,-64
FI,2008,energy,220,energy,220,0
FI,2008,stability,192,energy,220,28
FI,2008,anoxia,220,energy,220,0
FI,2008,daphnia,220,energy,220,0
FI,2008,chla,123,energy,220,97
FI,2008,doc,163.7,energy,220,56.30000000000001
FI,2008,iceoff,NA,energy,220,NA
FI,2008,clearwater,NA,energy,220,NA
FI,2008,iceon,NA,energy,220,NA
FI,2009,straton,112,energy,230,118
FI,2009,stratoff,280,energy,230,-50
FI,2009,energy,230,energy,230,0
FI,2009,stability,175,energy,230,55
FI,2009,anoxia,280,energy,230,-50
FI,2009,daphnia,112,energy,230,118
FI,2009,chla,230,energy,230,0
FI,2009,doc,217.777777777778,energy,230,12.222222222222001
FI,2009,iceoff,NA,energy,230,NA
FI,2009,clearwater,NA,energy,230,NA
FI,2009,iceon,NA,energy,230,NA
FI,2010,straton,91,energy,218,127
FI,2010,stratoff,274,energy,218,-56
FI,2010,energy,218,energy,218,0
FI,2010,stability,218,energy,218,0
FI,2010,anoxia,189,energy,218,29
FI,2010,daphnia,302,energy,218,-84
FI,2010,chla,50,energy,218,168
FI,2010,doc,172.125,energy,218,45.875
FI,2010,iceoff,NA,energy,218,NA
FI,2010,clearwater,NA,energy,218,NA
FI,2010,iceon,NA,energy,218,NA
FI,2011,straton,125,energy,200,75
FI,2011,stratoff,279,energy,200,-79
FI,2011,energy,200,energy,200,0
FI,2011,stability,223,energy,200,-23
FI,2011,anoxia,257,energy,200,-57
FI,2011,daphnia,307,energy,200,-107
FI,2011,chla,257,energy,200,-57
FI,2011,doc,118.25,energy,200,81.75
FI,2011,iceoff,NA,energy,200,NA
FI,2011,clearwater,NA,energy,200,NA
FI,2011,iceon,NA,energy,200,NA
FI,2012,straton,110,energy,191,81
FI,2012,stratoff,284,energy,191,-93
FI,2012,energy,191,energy,191,0
FI,2012,stability,191,energy,191,0
FI,2012,anoxia,209,energy,191,-18
FI,2012,daphnia,307,energy,191,-116
FI,2012,chla,222,energy,191,-31
FI,2012,doc,215.181818181818,energy,191,-24.181818181817988
FI,2012,iceoff,NA,energy,191,NA
FI,2012,clearwater,NA,energy,191,NA
FI,2012,iceon,NA,energy,191,NA
FI,2013,straton,128,energy,204,76
FI,2013,stratoff,305,energy,204,-101
FI,2013,energy,204,energy,204,0
FI,2013,stability,255,energy,204,-51
FI,2013,anoxia,255,energy,204,-51
FI,2013,daphnia,164,energy,204,40
FI,2013,chla,255,energy,204,-51
FI,2013,doc,202.8,energy,204,1.1999999999999886
FI,2013,iceoff,NA,energy,204,NA
FI,2013,clearwater,NA,energy,204,NA
FI,2013,iceon,NA,energy,204,NA
FI,2014,straton,133,energy,219,86
FI,2014,stratoff,275,energy,219,-56
FI,2014,energy,219,energy,219,0
FI,2014,stability,189,energy,219,30
FI,2014,anoxia,203,energy,219,16
FI,2014,daphnia,162,energy,219,57
FI,2014,chla,133,energy,219,86
FI,2014,doc,193.777777777778,energy,219,25.222222222222
FI,2014,iceoff,NA,energy,219,NA
FI,2014,clearwater,NA,energy,219,NA
FI,2014,iceon,NA,energy,219,NA
FI,2015,straton,105,energy,218,113
FI,2015,stratoff,308,energy,218,-90
FI,2015,energy,218,energy,218,0
FI,2015,stability,230,energy,218,-12
FI,2015,anoxia,230,energy,218,-12
FI,2015,daphnia,308,energy,218,-90
FI,2015,chla,308,energy,218,-90
FI,2015,doc,175.7,energy,218,42.30000000000001
FI,2015,iceoff,NA,energy,218,NA
FI,2015,clearwater,NA,energy,218,NA
FI,2015,iceon,NA,energy,218,NA
ME,1995,straton,143,energy,226,83
ME,1995,stratoff,284,energy,226,-58
ME,1995,energy,226,energy,226,0
ME,1995,stability,199,energy,226,27
ME,1995,anoxia,172,energy,226,54
ME,1995,daphnia,157,energy,226,69
ME,1995,clearwater,157,energy,226,69
ME,1995,iceon,344,energy,226,-118
ME,1995,iceoff,98,energy,226,128
ME,1995,chla,NA,energy,226,NA
ME,1995,doc,NA,energy,226,NA
ME,1996,straton,149,energy,249,100
ME,1996,stratoff,290,energy,249,-41
ME,1996,energy,249,energy,249,0
ME,1996,stability,190,energy,249,59
ME,1996,anoxia,249,energy,249,0
ME,1996,daphnia,135,energy,249,114
ME,1996,clearwater,125,energy,249,124
ME,1996,iceon,355,energy,249,-106
ME,1996,iceoff,91,energy,249,158
ME,1996,doc,203.444444444444,energy,249,45.555555555556
ME,1996,chla,NA,energy,249,NA
ME,1997,straton,133,energy,218,85
ME,1997,stratoff,274,energy,218,-56
ME,1997,energy,218,energy,218,0
ME,1997,stability,218,energy,218,0
ME,1997,anoxia,205,energy,218,13
ME,1997,daphnia,133,energy,218,85
ME,1997,clearwater,133,energy,218,85
ME,1997,iceon,376,energy,218,-158
ME,1997,iceoff,58,energy,218,160
ME,1997,doc,220.714285714286,energy,218,-2.7142857142860066
ME,1997,chla,NA,energy,218,NA
ME,1998,straton,114,energy,204,90
ME,1998,stratoff,300,energy,204,-96
ME,1998,energy,204,energy,204,0
ME,1998,stability,204,energy,204,0
ME,1998,anoxia,271,energy,204,-67
ME,1998,daphnia,187,energy,204,17
ME,1998,clearwater,131,energy,204,73
ME,1998,iceon,364,energy,204,-160
ME,1998,iceoff,80,energy,204,124
ME,1998,doc,207.363636363636,energy,204,-3.3636363636360045
ME,1998,chla,NA,energy,204,NA
ME,1999,straton,116,energy,214,98
ME,1999,stratoff,280,energy,214,-66
ME,1999,energy,214,energy,214,0
ME,1999,stability,187,energy,214,27
ME,1999,anoxia,200,energy,214,14
ME,1999,daphnia,88,energy,214,126
ME,1999,clearwater,116,energy,214,98
ME,1999,iceon,379,energy,214,-165
ME,1999,iceoff,67,energy,214,147
ME,1999,chla,214,energy,214,0
ME,1999,doc,211.727272727273,energy,214,2.2727272727269963
ME,2000,straton,130,energy,229,99
ME,2000,stratoff,298,energy,229,-69
ME,2000,energy,229,energy,229,0
ME,2000,stability,130,energy,229,99
ME,2000,anoxia,199,energy,229,30
ME,2000,daphnia,130,energy,229,99
ME,2000,clearwater,116,energy,229,113
ME,2000,iceon,348,energy,229,-119
ME,2000,iceoff,97,energy,229,132
ME,2000,chla,241,energy,229,-12
ME,2000,doc,202.916666666667,energy,229,26.083333333333
ME,2001,straton,127,energy,225,98
ME,2001,stratoff,269,energy,225,-44
ME,2001,energy,225,energy,225,0
ME,2001,stability,169,energy,225,56
ME,2001,anoxia,197,energy,225,28
ME,2001,daphnia,127,energy,225,98
ME,2001,clearwater,127,energy,225,98
ME,2001,iceon,367,energy,225,-142
ME,2001,iceoff,74,energy,225,151
ME,2001,chla,183,energy,225,42
ME,2001,doc,196.666666666667,energy,225,28.333333333333
ME,2002,straton,126,energy,207,81
ME,2002,stratoff,266,energy,207,-59
ME,2002,energy,207,energy,207,0
ME,2002,stability,224,energy,207,-17
ME,2002,anoxia,182,energy,207,25
ME,2002,daphnia,182,energy,207,25
ME,2002,clearwater,140,energy,207,67
ME,2002,iceon,369,energy,207,-162
ME,2002,iceoff,93,energy,207,114
ME,2002,chla,87,energy,207,120
ME,2002,doc,187.818181818182,energy,207,19.181818181817988
ME,2003,straton,118,energy,230,112
ME,2003,stratoff,272,energy,230,-42
ME,2003,energy,230,energy,230,0
ME,2003,stability,216,energy,230,14
ME,2003,anoxia,205,energy,230,25
ME,2003,daphnia,104,energy,230,126
ME,2003,clearwater,133,energy,230,97
ME,2003,iceon,372,energy,230,-142
ME,2003,iceoff,87,energy,230,143
ME,2003,doc,211.363636363636,energy,230,18.636363636363996
ME,2003,chla,NA,energy,230,NA
ME,2004,straton,131,energy,216,85
ME,2004,stratoff,279,energy,216,-63
ME,2004,energy,216,energy,216,0
ME,2004,stability,173,energy,216,43
ME,2004,anoxia,229,energy,216,-13
ME,2004,daphnia,131,energy,216,85
ME,2004,clearwater,131,energy,216,85
ME,2004,iceon,360,energy,216,-144
ME,2004,iceoff,95,energy,216,121
ME,2004,doc,188.555555555556,energy,216,27.444444444444002
ME,2004,chla,NA,energy,216,NA
ME,2005,straton,129,energy,227,98
ME,2005,stratoff,269,energy,227,-42
ME,2005,energy,227,energy,227,0
ME,2005,stability,269,energy,227,-42
ME,2005,anoxia,199,energy,227,28
ME,2005,daphnia,157,energy,227,70
ME,2005,clearwater,129,energy,227,98
ME,2005,iceon,353,energy,227,-126
ME,2005,iceoff,83,energy,227,144
ME,2005,chla,186,energy,227,41
ME,2005,doc,166.375,energy,227,60.625
ME,2006,straton,122,energy,219,97
ME,2006,stratoff,275,energy,219,-56
ME,2006,energy,219,energy,219,0
ME,2006,stability,249,energy,219,-30
ME,2006,anoxia,249,energy,219,-30
ME,2006,daphnia,331,energy,219,-112
ME,2006,clearwater,94,energy,219,125
ME,2006,iceon,385,energy,219,-166
ME,2006,iceoff,86,energy,219,133
ME,2006,chla,150,energy,219,69
ME,2006,doc,219.222222222222,energy,219,-0.22222222222200116
ME,2007,straton,134,energy,218,84
ME,2007,stratoff,302,energy,218,-84
ME,2007,energy,218,energy,218,0
ME,2007,stability,232,energy,218,-14
ME,2007,anoxia,274,energy,218,-56
ME,2007,daphnia,120,energy,218,98
ME,2007,clearwater,134,energy,218,84
ME,2007,iceon,360,energy,218,-142
ME,2007,iceoff,101,energy,218,117
ME,2007,chla,106,energy,218,112
ME,2007,doc,180.692307692308,energy,218,37.30769230769201
ME,2008,straton,133,energy,217,84
ME,2008,stratoff,273,energy,217,-56
ME,2008,energy,217,energy,217,0
ME,2008,stability,231,energy,217,-14
ME,2008,anoxia,217,energy,217,0
ME,2008,daphnia,161,energy,217,56
ME,2008,clearwater,149,energy,217,68
ME,2008,iceon,351,energy,217,-134
ME,2008,iceoff,82,energy,217,135
ME,2008,chla,105,energy,217,112
ME,2008,doc,188.625,energy,217,28.375
ME,2009,straton,131,energy,231,100
ME,2009,stratoff,273,energy,231,-42
ME,2009,energy,231,energy,231,0
ME,2009,stability,245,energy,231,-14
ME,2009,anoxia,273,energy,231,-42
ME,2009,daphnia,131,energy,231,100
ME,2009,clearwater,160,energy,231,71
ME,2009,iceon,363,energy,231,-132
ME,2009,iceoff,85,energy,231,146
ME,2009,chla,201,energy,231,30
ME,2009,doc,213.166666666667,energy,231,17.833333333333
ME,2010,straton,144,energy,228,84
ME,2010,stratoff,278,energy,228,-50
ME,2010,energy,228,energy,228,0
ME,2010,stability,228,energy,228,0
ME,2010,anoxia,200,energy,228,28
ME,2010,daphnia,172,energy,228,56
ME,2010,clearwater,144,energy,228,84
ME,2010,iceon,349,energy,228,-121
ME,2010,iceoff,93,energy,228,135
ME,2010,chla,88,energy,228,140
ME,2010,doc,171.181818181818,energy,228,56.81818181818201
ME,2011,straton,137,energy,216,79
ME,2011,stratoff,276,energy,216,-60
ME,2011,energy,216,energy,216,0
ME,2011,stability,206,energy,216,10
ME,2011,anoxia,255,energy,216,-39
ME,2011,daphnia,151,energy,216,65
ME,2011,clearwater,164,energy,216,52
ME,2011,iceon,379,energy,216,-163
ME,2011,iceoff,71,energy,216,145
ME,2011,chla,108,energy,216,108
ME,2011,doc,141,energy,216,75
ME,2012,straton,108,energy,219,111
ME,2012,stratoff,275,energy,219,-56
ME,2012,energy,219,energy,219,0
ME,2012,stability,219,energy,219,0
ME,2012,anoxia,205,energy,219,14
ME,2012,daphnia,122,energy,219,97
ME,2012,clearwater,122,energy,219,97
ME,2012,iceon,379,energy,219,-160
ME,2012,iceoff,101,energy,219,118
ME,2012,chla,81,energy,219,138
ME,2012,doc,194.8,energy,219,24.19999999999999
ME,2013,straton,134,energy,247,113
ME,2013,stratoff,273,energy,247,-26
ME,2013,energy,247,energy,247,0
ME,2013,stability,203,energy,247,44
ME,2013,anoxia,203,energy,247,44
ME,2013,daphnia,148,energy,247,99
ME,2013,clearwater,161,energy,247,86
ME,2013,iceon,350,energy,247,-103
ME,2013,iceoff,102,energy,247,145
ME,2013,chla,203,energy,247,44
ME,2013,doc,202.1,energy,247,44.900000000000006
ME,2014,straton,134,energy,245,111
ME,2014,stratoff,271,energy,245,-26
ME,2014,energy,245,energy,245,0
ME,2014,stability,245,energy,245,0
ME,2014,anoxia,216,energy,245,29
ME,2014,daphnia,160,energy,245,85
ME,2014,clearwater,160,energy,245,85
ME,2014,iceon,367,energy,245,-122
ME,2014,iceoff,93,energy,245,152
ME,2014,chla,134,energy,245,111
ME,2014,doc,185.8,energy,245,59.19999999999999
ME,2015,straton,121,energy,230,109
ME,2015,stratoff,280,energy,230,-50
ME,2015,energy,230,energy,230,0
ME,2015,stability,215,energy,230,15
ME,2015,anoxia,201,energy,230,29
ME,2015,daphnia,159,energy,230,71
ME,2015,clearwater,159,energy,230,71
ME,2015,iceon,376,energy,230,-146
ME,2015,iceoff,73,energy,230,157
ME,2015,chla,133,energy,230,97
ME,2015,doc,186.777777777778,energy,230,43.222222222222
MO,1995,straton,129,energy,226,97
MO,1995,stratoff,268,energy,226,-42
MO,1995,energy,226,energy,226,0
MO,1995,stability,226,energy,226,0
MO,1995,anoxia,214,energy,226,12
MO,1995,daphnia,298,energy,226,-72
MO,1995,clearwater,143,energy,226,83
MO,1995,iceon,333,energy,226,-107
MO,1995,iceoff,84,energy,226,142
MO,1995,chla,NA,energy,226,NA
MO,1995,doc,NA,energy,226,NA
MO,1996,straton,135,energy,249,114
MO,1996,stratoff,290,energy,249,-41
MO,1996,energy,249,energy,249,0
MO,1996,stability,218,energy,249,31
MO,1996,anoxia,249,energy,249,0
MO,1996,daphnia,122,energy,249,127
MO,1996,clearwater,162,energy,249,87
MO,1996,iceon,355,energy,249,-106
MO,1996,iceoff,85,energy,249,164
MO,1996,doc,178.636363636364,energy,249,70.363636363636
MO,1996,chla,NA,energy,249,NA
MO,1997,straton,148,energy,205,57
MO,1997,stratoff,273,energy,205,-68
MO,1997,energy,205,energy,205,0
MO,1997,stability,205,energy,205,0
MO,1997,anoxia,251,energy,205,-46
MO,1997,daphnia,176,energy,205,29
MO,1997,clearwater,111,energy,205,94
MO,1997,iceon,376,energy,205,-171
MO,1997,iceoff,58,energy,205,147
MO,1997,doc,211.9,energy,205,-6.900000000000006
MO,1997,chla,NA,energy,205,NA
MO,1998,straton,117,energy,204,87
MO,1998,stratoff,300,energy,204,-96
MO,1998,energy,204,energy,204,0
MO,1998,stability,173,energy,204,31
MO,1998,anoxia,214,energy,204,-10
MO,1998,daphnia,117,energy,204,87
MO,1998,clearwater,131,energy,204,73
MO,1998,iceon,364,energy,204,-160
MO,1998,iceoff,69,energy,204,135
MO,1998,doc,215.25,energy,204,-11.25
MO,1998,chla,NA,energy,204,NA
MO,1999,straton,116,energy,214,98
MO,1999,stratoff,270,energy,214,-56
MO,1999,energy,214,energy,214,0
MO,1999,stability,229,energy,214,-15
MO,1999,anoxia,214,energy,214,0
MO,1999,daphnia,116,energy,214,98
MO,1999,clearwater,120,energy,214,94
MO,1999,iceon,379,energy,214,-165
MO,1999,iceoff,66,energy,214,148
MO,1999,chla,242,energy,214,-28
MO,1999,doc,212.083333333333,energy,214,1.9166666666669983
MO,2000,straton,116,energy,229,113
MO,2000,stratoff,298,energy,229,-69
MO,2000,energy,229,energy,229,0
MO,2000,stability,214,energy,229,15
MO,2000,anoxia,241,energy,229,-12
MO,2000,daphnia,143,energy,229,86
MO,2000,clearwater,116,energy,229,113
MO,2000,iceon,348,energy,229,-119
MO,2000,iceoff,90,energy,229,139
MO,2000,chla,214,energy,229,15
MO,2000,doc,214.285714285714,energy,229,14.714285714286007
MO,2001,straton,129,energy,225,96
MO,2001,stratoff,269,energy,225,-44
MO,2001,energy,225,energy,225,0
MO,2001,stability,169,energy,225,56
MO,2001,anoxia,198,energy,225,27
MO,2001,daphnia,129,energy,225,96
MO,2001,clearwater,129,energy,225,96
MO,2001,iceon,366,energy,225,-141
MO,2001,iceoff,57,energy,225,168
MO,2001,chla,239,energy,225,-14
MO,2001,doc,207.588235294118,energy,225,17.411764705882007
MO,2002,straton,113,energy,225,112
MO,2002,stratoff,267,energy,225,-42
MO,2002,energy,225,energy,225,0
MO,2002,stability,207,energy,225,18
MO,2002,anoxia,225,energy,225,0
MO,2002,daphnia,170,energy,225,55
MO,2002,clearwater,141,energy,225,84
MO,2002,iceon,343,energy,225,-118
MO,2002,iceoff,81,energy,225,144
MO,2002,chla,100,energy,225,125
MO,2002,doc,204.727272727273,energy,225,20.272727272726996
MO,2003,straton,118,energy,230,112
MO,2003,stratoff,273,energy,230,-43
MO,2003,energy,230,energy,230,0
MO,2003,stability,246,energy,230,-16
MO,2003,anoxia,230,energy,230,0
MO,2003,daphnia,147,energy,230,83
MO,2003,clearwater,147,energy,230,83
MO,2003,iceon,359,energy,230,-129
MO,2003,iceoff,80,energy,230,150
MO,2003,doc,201.166666666667,energy,230,28.833333333333
MO,2003,chla,NA,energy,230,NA
MO,2004,straton,132,energy,218,86
MO,2004,stratoff,280,energy,218,-62
MO,2004,energy,218,energy,218,0
MO,2004,stability,218,energy,218,0
MO,2004,anoxia,218,energy,218,0
MO,2004,daphnia,120,energy,218,98
MO,2004,clearwater,132,energy,218,86
MO,2004,iceon,359,energy,218,-141
MO,2004,iceoff,90,energy,218,128
MO,2004,doc,180,energy,218,38
MO,2004,chla,NA,energy,218,NA
MO,2005,straton,108,energy,227,119
MO,2005,stratoff,270,energy,227,-43
MO,2005,energy,227,energy,227,0
